CaseNumber,CaseName,CaseCategoryDesc,CaseStatusDesc,PrimaryLaw,PrimarySection,DateFiled,SettlementDate,FedPenalty,SEPCost,TotalCompActionAmt,SettlementCnt
FL-N00000003,PORT ORANGE (DW) (Permit FL0020559) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/12/2006,09/12/2006,0,0,0,1
FL-N00000004,GOLD KIST INC - LIVE OAK PROCE (Permit FL0001465) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/26/1996,03/26/1996,0,0,0,1
FL-N00000005,PANAMA CITY BEACH (Permit FL0021512) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/08/2003,10/08/2003,0,0,0,1
FL-N00000006,PENSACOLA BEACH WWTP (Permit FL0024007) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/31/2003,10/31/2003,0,0,0,1
FL-N00000007,CITY OF HOLLYWOOD (Permit FL0026255) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/11/2001,12/11/2001,0,0,0,1
FL-N00000008,MAIN STREET A.W.W.T. STP (Permit FL0021440) Stipulation Court Order,Judicial,Complaint Filed,CWA,CWA,01/28/2002,,0,0,0,1
FL-N00000010,CITY OF CLEWISTON WWTP (Permit FL0040665) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,12/13/1999,12/13/1999,0,0,0,1
FL-N00000014,FLORIDA DISTILLERS CO.-AUBURND (Permit FL0003051) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/04/1999,08/04/1999,0,0,0,1
FL-N00000016,VERO BEACH DEMINERALIZATION CO (Permit FL0042544) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/10/2000,01/10/2000,0,0,0,1
FL-N00000018,SOUTHBAY UTILITIES (Permit FLU000905) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,05/16/2000,05/16/2000,0,0,0,1
FL-N00000020,BROWARD CO. NORTH REGIONAL WWT (Permit FL0031771) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/26/1999,04/26/1999,0,0,0,1
FL-N00000022,CITY OF LYNN HAVEN (Permit FL0169978) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/05/1999,03/05/1999,0,0,0,1
FL-N00000030,TROPICAL BREEZE MHP WWTP (Permit FLU992059) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,01/11/2000,01/11/2000,0,0,0,1
FL-N00000032,POINT BUENA VISTA MHP (Permit FL0042617) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/13/2000,03/13/2000,0,0,0,1
FL-N00000035,"RAYONIER, INC (Permit FL0000701) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/11/2000,04/11/2000,0,0,0,1
FL-N00000036,CENTRAL FLORIDA TRANSIT (Permit FLU992031) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/07/2000,04/07/2000,0,0,0,1
FL-N00000037,SOUTHEAST-ATLANTIC BEVERAGE (Permit FLU992203) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/11/2000,04/11/2000,0,0,0,1
FL-N00000039,"MILLVILLE AWT FACILITY, THE CI (Permit FL0170909) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,04/25/2000,04/25/2000,0,0,0,1
FL-N00000042,CITY OF TARPON SPRINGS (Permit FL0030406) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/27/2000,04/27/2000,0,0,0,1
FL-N00000045,BUCKMAN STREET WWTF (Permit FL0026000) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/01/2000,06/01/2000,0,0,0,1
FL-N00000046,MILLENNIUM SPECIALITY CHEMICAL (Permit FL0000884) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,05/02/2000,05/02/2000,0,0,0,1
FL-N00000048,PENSACOLA BEACH WWTP (Permit FL0024007) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/03/2000,07/03/2000,0,0,0,1
FL-N00000049,JULINGTON CREEK WWTP (Permit FL0043591) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/07/2000,07/07/2000,0,0,0,1
FL-N00000052,NATIONAL GYPSUM COMPANY (Permit FLU982565) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,06/27/2000,06/27/2000,0,0,0,1
FL-N00000053,TAMPA ELECTRIC COMPANY-F.J. GA (Permit FL0000809) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,06/26/2000,06/26/2000,0,0,0,1
FL-N00000054,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,06/26/2000,06/26/2000,0,0,0,1
FL-N00000055,NATIONAL CAR RENTAL SYSTEM INC (Permit FLU000945) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/26/2000,06/26/2000,0,0,0,1
FL-N00000056,TAMPA ELECTRIC POLK POWER STAT (Permit FL0043869) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,06/20/2000,06/20/2000,0,0,0,1
FL-N00000057,"NATIONSRENT, INC.-JAX FACILITY (Permit FLU000675) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,06/12/2000,06/12/2000,0,0,0,1
FL-N00000058,"NATIONSRENT,INC.-ST. AUGUSTINE (Permit FLU000676) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,06/12/2000,06/12/2000,0,0,0,1
FL-N00000061,CHARLOTTE HARBOR WATER ASSOC (Permit FL0035378) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/16/2000,08/16/2000,0,0,0,1
FL-N00000062,FRUITVILLE WWTP (Permit FL0134589) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/24/2000,07/24/2000,0,0,0,1
FL-N00000063,WILLIAMS MARINE CONSTRUCTION (Permit FLU990700) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,05/28/1998,05/28/1998,0,0,0,1
FL-N00000065,JEFFERSON SMURFIT CORP-FERNAND (Permit FL0001104) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/18/1999,08/18/1999,0,0,0,1
FL-N00000066,PORT ORANGE (DW) (Permit FL0020559) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,08/16/1999,08/16/1999,0,0,0,1
FL-N00000067,E.I. DUPONT DE NEMOUR-MAXVILLE (Permit FL0040274) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/18/1999,08/18/1999,0,0,0,1
FL-N00000068,FT MYERS CENTRAL AWTP (Permit FL0021261) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/19/1999,08/19/1999,0,0,0,1
FL-N00000069,P.O. DRAWER 2217 (Permit FL0021270) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/19/1999,08/19/1999,0,0,0,1
FL-N00000070,GRACEVILLE CITY OF WWTP (Permit FL0038555) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/17/1999,08/17/1999,0,0,0,1
FL-N00000072,1555 MILLCOE RD. (Permit FL0026441) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/01/1999,09/01/1999,0,0,0,1
FL-N00000074,SOUTHERN WOOD PIEDMONT COMPANY (Permit FL0000221) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/31/1999,08/31/1999,0,0,0,1
FL-N00000075,AMERADA HESS CORPORATION (Permit FL0001295) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/24/1998,11/24/1998,0,0,0,1
FL-N00000076,FORT MYERS BEACH WWTP (Permit FLU960919) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/11/1996,10/11/1996,0,0,0,1
FL-N00000077,MATLACHA WWTP (Permit FLU962295) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/14/1996,10/14/1996,0,0,0,1
FL-N00000080,DAYTONA BEACH/BETHUNE POINT (D (Permit FL0025984) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,06/24/1999,06/24/1999,0,0,0,1
FL-N00000083,TWEEN WATERS INN WWTP (Permit FLU963161) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/11/1997,06/11/1997,0,0,0,1
FL-N00000085,CITY OF SANFORD (Permit FL0020141) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,09/23/1999,09/23/1999,0,0,0,1
FL-N00000088,HASTINGS WTP - RO REJECT (Permit FL0169226) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/28/1999,09/28/1999,0,0,0,1
FL-N00000089,Joe Mullins ROWTP  (Permit FL0043443) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/27/1998,08/23/2011,0,0,0,5
FL-N00000096,"ANHEUSER BUSCH-MAIN ST,OLD SOD (Permit FL0041530) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,11/08/1999,11/08/1999,0,0,0,1
FL-N00000098,TELOGIA POWER LLC (Permit FL0039951) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/28/1999,07/28/1999,0,0,0,1
FL-N00000099,TOWN OF HASTINGS (Permit FL0042315) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/22/1999,07/22/1999,0,0,0,1
FL-N00000100,"ANHEUSER-BUSCH, INC. (Permit FL0041556) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,11/08/1999,11/08/1999,0,0,0,1
FL-N00000101,"CF INDUSTRIES, INC. - PLANT CI (Permit FL0000078) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,09/23/1999,09/23/1999,0,0,0,1
FL-N00000102,ASCEND PERFORMANCE MATERIALS (Permit FL0002488) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,06/08/1999,06/08/1999,0,0,0,1
FL-N00000105,"COCOA BEACH, WRF (Permit FL0021105) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,11/22/1999,11/22/1999,0,0,0,1
FL-N00000107,CITY OF EVERGLADES CITY WWTF (Permit FL0027618) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,11/24/1999,11/24/1999,0,0,0,1
FL-N00000108,SUNSHINE MATERIALS INC (Permit FLU982359) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,10/20/1999,10/20/1999,0,0,0,1
FL-N00000109,TAMPA ELECTRIC COMPANY-F.J. GA (Permit FL0000809) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/29/1999,11/29/1999,0,0,0,1
FL-N00000111,"ILUKA RESOURCES, INC. (FKA RGC (Permit FL0002119) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,09/30/1997,09/30/1997,0,0,0,1
FL-N00000112,PREMIER CHEMICALS LLC (Permit FL0002607) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/21/1998,01/21/1998,0,0,0,1
FL-N00000113,AUBURNDALE ALLRED WWTP (Permit FL0021466) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/14/1997,10/14/1997,0,0,0,1
FL-N00000114,C/O FL CITIES FIESTA LAB (Permit FL0030325) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/31/1997,12/31/1997,0,0,0,1
FL-N00000115,"RAYONIER, INC (Permit FL0000701) Administrative Order",Administrative - Formal,Final Order Issued,CWA,CWA,02/04/1998,02/04/1998,0,0,0,1
FL-N00000116,ASCEND PERFORMANCE MATERIALS (Permit FL0002488) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/25/1998,09/25/1998,0,0,0,1
FL-N00000117,P.O. DRAWER 2217 (Permit FL0021270) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/25/1995,09/25/1995,0,0,0,1
FL-N00000121,PRIDE ACI WTF (Permit FLU971861) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/07/1999,04/07/1999,0,0,0,1
FL-N00000122,COUCH CONSTRUCTION L.P. (Permit FLU981687) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,03/26/1999,03/26/1999,0,0,0,1
FL-N00000123,QUENTIN L HAMPTON ASSOCIATES (Permit FLU983164) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,02/26/1999,02/26/1999,0,0,0,1
FL-N00000124,STANDARD FORMALWEAR CENTERS (Permit FLU990306) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,03/25/1999,03/25/1999,0,0,0,1
FL-N00000125,ROTO-ROOTER SEWER DRAIN SERVIC (Permit FLU981349) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/06/1998,04/06/1998,0,0,0,1
FL-N00000126,DUNEDIN CITY OF MAINLAND (Permit FL0021326) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/10/1998,11/10/1998,0,0,0,1
FL-N00000128,LEE COUNTY UTIL-FIESTA VILLAGE (Permit FL0039829) Administrative Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/06/1999,04/06/1999,0,0,0,1
FL-N00000132,"STARKE, CITY OF (Permit FL0028126) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,06/03/1999,06/03/1999,0,0,0,1
FL-N00000133,E.I. DUPONT DE NEMOUR-MAXVILLE (Permit FL0040274) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,02/09/1996,02/09/1996,0,0,0,1
FL-N00000134,ORANGE PARK WWTP (Permit FL0023922) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,11/28/1995,11/28/1995,0,0,0,1
FL-N00000135,"RAYONIER, INC (Permit FL0000701) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,07/10/1996,07/10/1996,0,0,0,1
FL-N00000136,GOLD KIST INC - LIVE OAK PROCE (Permit FL0001465) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/04/1997,03/04/1997,0,0,0,1
FL-N00000137,ATLANTIC BEACH WWTF (Permit FL0038776) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/15/1996,03/15/1996,0,0,0,1
FL-N00000139,"IMPERIAL BRANDS, INC-LK ALFRED (Permit FL0029017) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,11/20/1998,11/20/1998,0,0,0,1
FL-N00000141,"FARMLAND HYDRO, L.P. - GREEN B (Permit FL0000752) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,11/30/1998,11/30/1998,0,0,0,1
FL-N00000143,ROYAL LAKES SUBDIVISION (Permit FL0026751) Penalty Ao Issued By State,Administrative - Formal,Final Order Issued,CWA,CWA,03/22/2002,03/22/2002,0,0,0,1
FL-N00000144,CITY OF HOLLYWOOD (Permit FL0026255) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/04/1998,12/04/1998,0,0,0,1
FL-N00000146,CITY OF CLEWISTON WWTP (Permit FL0040665) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,09/27/1995,09/27/1995,0,0,0,1
FL-N00000147,POINT BUENA VISTA MHP (Permit FL0042617) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/01/1995,06/01/1995,0,0,0,1
FL-N00000148,TOWN OF HILLIARD (Permit FL0043079) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/20/1996,06/20/1996,0,0,0,1
FL-N00000151,STONE CONTAINER CORPORATION (Permit FL0000400) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,02/02/1999,02/02/1999,0,0,0,1
FL-N00000152,MILLENNIUM SPECIALITY CHEMICAL (Permit FL0000884) Administrative Order,Administrative - Formal,Final Order Issued,CWA,CWA,09/02/1998,09/02/1998,0,0,0,1
FL-N00000153,HIAWATHA CONDOMINIUMS WWTP (Permit FL0043389) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,02/13/1996,02/13/1996,0,0,0,1
FL-N00000154,FLORIDA POWER & LIGHT CO. - MA (Permit FL0032174) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/22/1997,12/22/1997,0,0,0,1
FL-N00000155,JACKSONVILLE HEIGHTS WWTF (Permit FL0023671) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,05/15/1997,05/15/1997,0,0,0,1
FL-N00000156,G.C. SERVICE COMPANY BIG BEND (Permit FLU943591) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/10/1996,12/10/1996,0,0,0,1
FL-N00000158,"RAYONIER, INC (Permit FL0000701) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,12/31/1998,12/31/1998,0,0,0,1
FL-N00000159,"RAYONIER, INC (Permit FL0000701) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/14/1997,04/14/1997,0,0,0,1
FL-N00000160,HOWARD F. CURREN AWTP (Permit FL0020940) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,05/12/1997,05/12/1997,0,0,0,1
FL-N00000161,ATLANTIC BEACH WWTF (Permit FL0038776) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/23/1997,04/23/1997,0,0,0,1
FL-N00000162,CEDAR BAY COGENERATION PLANT (Permit FL0061204) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/28/1997,04/28/1997,0,0,0,1
FL-N00000163,G.C. SERVICE COMPANY BIG BEND (Permit FLU943591) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,07/14/1997,07/14/1997,0,0,0,1
FL-N00000164,"CF INDUSTRIES, INC. - PLANT CI (Permit FL0000078) Emergency Order Governor",Administrative - Formal,Closed,CWA,CWA,01/12/1998,01/12/1998,0,0,0,1
FL-N00000166,"MONTICELLO, CITY OF STP (Permit FL0027839) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,03/09/1998,03/09/1998,0,0,0,1
FL-N00000170,BAYOU MARCUS WTR RECLAM FACIL (Permit FL0031801) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/25/1996,10/25/1996,0,0,0,1
FL-N00000171,INNLET BEACH (Permit FL0044237) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/18/1998,06/18/1998,0,0,0,1
FL-N00000172,PLAYERS CLUB SOUTH (Permit FL0044245) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/18/1998,06/18/1998,0,0,0,1
FL-N00000173,MARSH LANDING WWTP (Permit FL0044253) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,06/18/1998,06/18/1998,0,0,0,1
FL-N00000174,TRADEMARK NITROGEN CORPORATION (Permit FL0000647) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/19/2000,01/19/2000,0,0,0,1
FL-N00000176,TAMPA ELECTRIC CO. BIG BEN POW (Permit FL0000817) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/03/1997,01/03/1997,0,0,0,1
FL-N00000177,"NORTHSIDE STATION UNITS 1,2,3 (Permit FL0001031) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,03/25/1999,03/25/1999,0,0,0,1
FL-N00000178,PLANT CITY WATER RECLAMATION F (Permit FL0026557) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/17/1999,03/17/1999,0,0,0,1
FL-N00000180,"BLOUNTSTOWN, CITY OF (STP) (Permit FL0026867) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,02/22/1996,02/22/1996,0,0,0,1
FL-N00000181,IMC PHOSPHATES CO. - HOPEWELL (Permit FL0032590) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,07/09/1998,07/09/1998,0,0,0,1
FL-N00000182,FLORIDA ENGINEERED CONSTRUCTIO (Permit FL0167363) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/15/1998,01/15/1998,0,0,0,1
FL-N00000183,10828 HAMPTON ROAD (Permit FL0023493) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/22/1998,04/22/1998,0,0,0,1
FL-N00000185,PALM COAST MEMBRANE SOFTENING (Permit FL0042838) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,09/21/1995,09/21/1995,0,0,0,1
FL-N00000186,BUCKMAN STREET WWTF (Permit FL0026000) Pretreatment Ao,Administrative - Formal,Closed,CWA,CWA,06/22/1998,06/22/1998,0,0,0,1
FL-N00000187,1400 3RD AVE NORTH (Permit FL0026271) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/31/1998,12/31/1998,0,0,0,1
FL-N00000189,MILLENNIUM SPECIALITY CHEMICAL (Permit FL0000884) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,12/18/1997,12/18/1997,0,0,0,1
FL-N00000190,DAYTONA BEACH/BETHUNE POINT (D (Permit FL0025984) Administrative Consent Order,Administrative - Formal,Final Order Issued,CWA,CWA,12/18/1997,12/18/1997,0,0,0,1
FL-N00000191,"FERNANDINA BEACH, CITY OF (Permit FL0027260) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,02/11/1998,02/11/1998,0,0,0,1
FL-N00000194,FPL FORT MYERS PLANT (Permit FL0001490) Administrative Order,Administrative - Formal,Final Order Issued,CWA,CWA,04/10/1998,04/10/1998,0,0,0,1
FL-N00000195,CLAY COUNTY UTILITY AUTHORITY (Permit FLU960939) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,04/04/1996,04/04/1996,0,0,0,1
FL-N00000196,"MOBRO MARINE, INC. (Permit FLU961224) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,09/04/1996,09/04/1996,0,0,0,1
FL-N00000197,MILLENNIUM SPECIALITY CHEMICAL (Permit FL0000884) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,02/02/1999,02/02/1999,0,0,0,1
FL-N00000199,CARGILL FERTILIZER (Permit FL0037958) Penalty Ao Issued By State,Administrative - Formal,Closed,CWA,CWA,01/04/1999,01/04/1999,0,0,0,1
FL-N00000202,"WINN DIXIE, INC. (Permit FLU961677) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,07/11/1996,07/11/1996,0,0,0,1
FL-N00000203,U-HAUL COMPANY OF NORTHERN FL. (Permit FLU961846) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,08/01/1996,08/01/1996,0,0,0,1
FL-N00000204,U.S. POSTAL SERVICE - NE DIST. (Permit FLU962164) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,03/21/1997,03/21/1997,0,0,0,1
FL-N00000205,"AIRKAMAN OF JACKSONVILLE, INC. (Permit FLU962768) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,12/03/1996,12/03/1996,0,0,0,1
FL-N00000206,FLORIDA KEYS COMMUNITY COLLEGE (Permit FLU962924) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,10/31/1996,10/31/1996,0,0,0,1
FL-N00000207,"MOODY TRUCK CENTER, INC. (Permit FLU963075) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,01/14/1997,01/14/1997,0,0,0,1
FL-N00000208,SHORT STOP CONVENIENCE MART (Permit FLU963123) Administrative Consent Order,Administrative - Formal,Closed,CWA,CWA,01/30/1997,01/30/1997,0,0,0,1
FL-N00000209,"GATOR ASPHALT, INC. (Permit FLU970390) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,10/24/1997,10/24/1997,0,0,0,1
FL-N00000210,"BEAVER STREET FISHERIES, INC. (Permit FLU971189) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,09/09/1997,09/09/1997,0,0,0,1
FL-N00000211,"RADIANT INDUSTRIES, INC. (Permit FLU972043) Administrative Consent Order",Administrative - Formal,Final Order Issued,CWA,CWA,01/30/1998,01/30/1998,0,0,0,1
FL-N00000212,"TRAILER BRIDGE, INC. (Permit FLU970571) Administrative Consent Order",Administrative - Formal,Closed,CWA,CWA,04/25/1997,04/25/1997,0,0,0,1
